"order_number"	"l1"	"l2"	"l3"	"sku"	"brand"
"507414"	"Safety"	"Disposable and Chemical Resistant Clothing"	"Chemical Resistant and Disposable Coveralls"	"113021"	"934"
"502192"	"Pneumatics"	"Pneumatic Tube Fittings"	"Pneumatic Push to Connect Tube Fittings"	"167694"	"3889"
"253311"	"Material Handling"	"Casters and Wheels"	"Caster Wheels"	"81896"	"1869"
"654975"	"Machining"	"Machine Cutting Tools"	"Jobber Length Drill Bits"	"37057"	"830"
"618516"	"Fleet and Vehicle Maintenance"	"Automotive Electrical"	"Battery Cable"	"59934"	"3559"
"812520"	"Test Instruments"	"Electrical Power Testing"	"Instrument Combination Kits"	"172421"	"244"
"435380"	"Adhesives, Sealants and Tape"	"Glues and Cements"	"Instant Adhesives"	"184502"	"4120"
"250019"	"Material Handling"	"Drums and Drum Handling Equipment"	"Drum Covers"	"288139"	"1284"
"281663"	"Power Tools"	"Fastening Tools and Accessories"	"Screwdriver Bits"	"131395"	"4681"
"285052"	"Power Tools"	"Cordless Tools"	"Cordless Tool Battery Chargers"	"4176"	"1113"
"369911"	"Safety"	"Gloves and Hand Protection"	"Cut-Resistant Gloves"	"19060"	"1948"
"853118"	"Outdoor Equipment"	"Hoses and Sprinkler Systems"	"Water Supply Nozzles"	"212022"	"3679"
"413721"	"Power Transmission"	"Power Transmission Belts"	"V-Belts"	"246062"	"1068"
"633368"	"Hand Tools"	"Drywall and Plastering Tools"	"Putty/Joint Knives, Spatulas, Scrapers"	"119647"	"4474"
"429875"	"Material Handling"	"Stretch Wrap and Stretch Wrap Equipment"	"Stretch Wrap Films"	"16986"	"1793"
"98182"	"Hand Tools"	"Pliers"	"Plier Sets"	"241721"	"792"
"440708"	"Hand Tools"	"Punches, Chisels, and Hand Drills"	"Chisels"	"100853"	"4692"
"313829"	"Office Supplies"	"Writing and Correction"	"Wet and Dry Erase Markers"	"114764"	"1460"
"297972"	"Power Tools"	"Fastening Tools and Accessories"	"Nutsetters"	"172348"	"4692"
"641934"	"Cleaning"	"Personal Care Products"	"Hand Sanitizers"	"66979"	"3376"
"695258"	"Safety"	"Identification Products"	"Marking and Warning Tapes"	"313301"	"585"
"338655"	"Power Tools"	"Drilling Accessories"	"Hammer Drill Bits"	"284311"	"1113"
"304750"	"Lighting"	"Lamps"	"HID Lamps and Bulbs"	"123162"	"1694"
"484213"	"Plumbing"	"Toilets/Urinals"	"Toilet Seats"	"229313"	"451"
"415424"	"Plumbing"	"Pipe and Tubing"	"CPVC Pipe"	"53707"	"1730"
"727970"	"HVAC and Refrigeration"	"HVAC Controls and Thermostats"	"Low Voltage Non-Programmable Thermostats"	"106381"	"1370"
"578868"	"Material Handling"	"Hoists and Trolleys"	"Electric Hoists"	"270343"	"1068"
"628161"	"Security"	"Security Alarms and Warnings"	"Wireless Alarms"	"174585"	"3646"
"596862"	"Hand Tools"	"Measuring and Layout Tools"	"Electronic and Laser Leveling Kits"	"50336"	"2235"
"509615"	"Safety"	"Gloves and Hand Protection"	"Coated Gloves"	"132656"	"934"
"334876"	"Cleaning"	"Rags and Wipes"	"Disposable Towels and Wipes"	"126744"	"3715"
"347118"	"Fasteners"	"Nuts"	"Hex Nuts"	"109312"	"1793"
"417336"	"HVAC and Refrigeration"	"HVAC Controls and Thermostats"	"Attic Fan Thermostats"	"105412"	"914"
"430596"	"Electrical"	"Distribution"	"Load Center and Panelboard Accessories"	"32146"	"3994"
"322293"	"Hand Tools"	"Screwdrivers and Nutdrivers"	"Nut Driver Sets"	"174260"	"4015"
"454071"	"Electrical"	"Conduit"	"Conduit Body Covers and Gaskets"	"3759"	"272"
"636083"	"Plumbing"	"Check Valves and Backflow Preventers"	"Check and Foot Valves"	"117995"	"4831"
"441394"	"Hand Tools"	"Impact Sockets and Bits"	"Impact Socket Sets"	"257631"	"4692"
"159900"	"Test Instruments"	"Pressure and Vacuum Measuring"	"Pressure and Vacuum Gauges"	"241126"	"1793"
"490931"	"Pneumatics"	"Hose Clamps"	"Worm Gear Clamps"	"27457"	"1793"
"169224"	"Electrical"	"Wire Management"	"Shrink Tubing Kits"	"256087"	"9"
"73582"	"Test Instruments"	"Electrical Power Testing"	"Test Instrument Carrying Cases"	"307942"	"1596"
"507414"	"Safety"	"Eye Protection and Accessories"	"Safety Glasses"	"201157"	"1840"
"674097"	"Welding"	"Filler Metals"	"Stick Electrodes"	"305434"	"1970"
"831983"	"Power Transmission"	"Power Transmission Belts"	"V-Belts"	"203283"	"1068"
"352120"	"Electrical"	"Fuses"	"Class CC Fuses"	"80889"	"3271"
"553794"	"Cleaning"	"Receptacles and Containers"	"Ash Trays and Cigarette Receptacles"	"332777"	"3606"
"812520"	"Electrical"	"Starters and Contactors"	"Definite Purpose Magnetic Contactors"	"242696"	"3994"
"435380"	"Safety"	"Gloves and Hand Protection"	"Coated Gloves"	"287482"	"934"
"594213"	"Cleaning"	"Cleaning Equipment and Vacuum Cleaners"	"Carpet Sweepers"	"165897"	"514"
"516324"	"Plumbing"	"Shut-Off Valves"	"Water Supply Stops"	"157115"	"1793"
"285052"	"Power Tools"	"Cordless Tools"	"Cordless Tool Batteries"	"4182"	"1113"
"369911"	"Safety"	"Gloves and Hand Protection"	"Cut-Resistant Gloves"	"19062"	"1948"
"853118"	"Cleaning"	"Wet Mops, Squeegees, and Buckets"	"Squeegees"	"216744"	"2379"
"413721"	"Adhesives, Sealants and Tape"	"Thread and Gasket Sealants"	"Pipe Sealant Tape"	"245754"	"2515"
"633368"	"Hand Tools"	"Cutting Tools"	"Metal Cutting Snips"	"33484"	"2155"
"429875"	"Material Handling"	"Protective Packaging and Accessories"	"Packing Paper"	"287606"	"1793"
"398550"	"Cleaning"	"Odor Control"	"Urinal Cakes, Screens & Rim Hangers"	"184333"	"4355"
"440708"	"Hand Tools"	"Punches, Chisels, and Hand Drills"	"Chisels"	"227166"	"241"
"313829"	"Safety"	"Gloves and Hand Protection"	"Knit Gloves"	"122735"	"934"
"297972"	"Power Tools"	"Drilling Accessories"	"Step Drill Bit Sets"	"25306"	"4692"
"641934"	"Cleaning"	"Odor Control"	"Air Freshener Refills"	"129483"	"4355"
"695258"	"Safety"	"Traffic Safety"	"Dome Safety and Security Mirrors"	"226389"	"934"
"263362"	"Safety"	"Gloves and Hand Protection"	"Chemical Resistant Gloves"	"197061"	"258"
"364463"	"Safety"	"Safety Storage"	"Biohazard Waste Cans"	"258240"	"1284"
"837180"	"Safety"	"Signs"	"Office and Facility Signs"	"155342"	"934"
"292067"	"Power Transmission"	"Power Transmission Belts"	"V-Belts"	"252169"	"1068"
"293392"	"Electrical"	"Wire and Cable"	"Building Wire"	"263863"	"3941"
"576336"	"Furniture, Hospitality and Food Service"	"Food Service Disposables and Dispensers"	"Disposable Cups"	"173740"	"1152"
"306146"	"HVAC and Refrigeration"	"Air Filters"	"Pleated Air Filters"	"124762"	"123"
"596862"	"Safety"	"Identification Products"	"Marking and Warning Tapes"	"226150"	"934"
"509615"	"Electronics, Appliances, and Batteries"	"Batteries"	"Sealed Lead Acid Batteries"	"122460"	"1793"
"334876"	"Cleaning"	"Trash Bags and Liners"	"Trash Bags"	"296429"	"4355"
"347118"	"Machining"	"Machine Cutting Tools"	"Jobber Length Drill Bits"	"35787"	"830"
"417336"	"Power Tools"	"Heat Guns"	"Heat Guns"	"268957"	"2635"
"589196"	"Security"	"Specialty Locks"	"Security Seals"	"127662"	"4442"
"718971"	"Power Transmission"	"Sheaves and Pulleys"	"V-Belt Pulleys"	"40405"	"939"
"454071"	"Hand Tools"	"Impact Sockets and Bits"	"Impact Socket Extensions"	"29731"	"3356"
"636083"	"Plumbing"	"Drains"	"Nuts and Washers"	"47266"	"1793"
"441394"	"Safety"	"Face Protection"	"Faceshield Replacement Visors"	"245280"	"934"
"159900"	"Electrical"	"Starters and Contactors"	"Drum Switches"	"302125"	"87"
"490931"	"Hardware"	"Springs"	"Compression and Die Springs"	"44836"	"1793"
"169224"	"Electrical"	"Wire Management"	"Shrink Tubing Kits"	"256086"	"9"
"808033"	"Lighting"	"Ballasts"	"Electronic Ballasts"	"306997"	"2542"
"507414"	"Safety"	"Respiratory"	"Disposable Respirators"	"249899"	"9"
"674097"	"Welding"	"Filler Metals"	"Stick Electrodes"	"305430"	"1970"
"831983"	"HVAC and Refrigeration"	"Air Filters"	"Pleated Air Filters"	"105235"	"123"
"352120"	"Electrical"	"Plugs and Receptacles"	"Locking Plugs"	"299620"	"2034"
"433737"	"Outdoor Equipment"	"Hoses and Sprinkler Systems"	"Water Supply Nozzles"	"19916"	"1738"
"297965"	"Material Handling"	"Ropes and Rope Supply"	"Ropes"	"219228"	"1793"
"435380"	"Hand Tools"	"Cutting Tools"	"Snap-Off Utility Knives"	"282319"	"3029"
"594213"	"Cleaning"	"Receptacles and Containers"	"Trash Cans"	"294340"	"3606"
"516324"	"Machining"	"Machine Fluids"	"Cutting and Grinding Fluids"	"279293"	"4190"
"285052"	"Hand Tools"	"Wrenches"	"Combination Wrench Sets"	"323095"	"4692"
"369911"	"Safety"	"Gloves and Hand Protection"	"Cut-Resistant Gloves"	"209025"	"1948"
"401495"	"Lighting"	"Ballasts"	"Electronic Ballasts"	"115296"	"3183"
"413721"	"Power Transmission"	"Power Transmission Belts"	"V-Belts"	"311292"	"1068"
"777627"	"Adhesives, Sealants and Tape"	"Dispensing Guns"	"Caulk Guns"	"14251"	"4692"
"248916"	"Safety"	"Identification Products"	"Right-To-Know Placards and Signs"	"20294"	"585"
"398550"	"Cleaning"	"Odor Control"	"Urinal Cakes, Screens & Rim Hangers"	"184335"	"4355"
"440708"	"Hand Tools"	"Punches, Chisels, and Hand Drills"	"Wood Chisels"	"85197"	"2155"
"313829"	"Office Supplies"	"Writing and Correction"	"Highlighters"	"313615"	"4489"
"297972"	"Abrasives"	"Sanding Belts and Kits"	"Sanding Belts"	"245564"	"2966"
"641934"	"Cleaning"	"Personal Care Products"	"Foam Soap"	"16824"	"3606"
"204311"	"Electrical"	"Switches"	"Limit / Interlock Switches"	"15467"	"1068"
"263362"	"Material Handling"	"Ratchet Straps and Tie Downs"	"Cargo Straps"	"124047"	"1793"
"364463"	"Test Instruments"	"Temperature and Humidity Measuring"	"Infrared Thermometers"	"33909"	"3066"
"226852"	"Machining"	"Machine Cutting Tools"	"Jobber Length Drill Bits"	"122095"	"4692"
"532270"	"Electrical"	"Wire and Cable"	"Portable Cord"	"184835"	"728"
"293392"	"Electrical"	"Wire and Cable"	"Building Wire"	"263862"	"3941"
"576336"	"Lighting"	"Hand and Portable Lamps"	"Hand Lamps"	"295621"	"2326"
"306146"	"HVAC and Refrigeration"	"Air Filters"	"Pleated Air Filters"	"124763"	"123"
"596862"	"Hand Tools"	"Electrical Tools"	"Punch Driver Sets"	"273668"	"1815"
"677347"	"Safety"	"Rainwear"	"Rain Jackets and Coats"	"330120"	"1936"
"74730"	"Safety"	"Gloves and Hand Protection"	"Cut-Resistant Gloves"	"13855"	"258"
"347118"	"Machining"	"Machine Cutting Tools"	"Jobber Length Drill Bits"	"35784"	"830"
"174888"	"Cleaning"	"Receptacles and Containers"	"Trash Can Tops"	"233477"	"3606"
"589196"	"Safety"	"Portable Coolers and Beverages"	"Sports Drinks and Thirst Quenchers"	"39465"	"1689"
"718971"	"Power Transmission"	"Power Transmission Belts"	"V-Belts"	"252171"	"1068"
"454071"	"Material Handling"	"Replacement Parts"	"Parts"	"139504"	"885"
"636083"	"Plumbing"	"Faucets"	"Faucet Repair Parts"	"95193"	"824"
"441394"	"Pneumatics"	"Pneumatic Tools"	"Air Hammers"	"69340"	"3966"
"159900"	"Test Instruments"	"Pressure and Vacuum Measuring"	"Pressure and Vacuum Gauges"	"241178"	"1793"
"490931"	"Hardware"	"Springs"	"Compression and Die Springs"	"44836"	"1793"
"169224"	"Electrical"	"Wire Management"	"Shrink Tubing Kits"	"256085"	"9"
"245947"	"Hand Tools"	"Drywall and Plastering Tools"	"Putty/Joint Knives, Spatulas, Scrapers"	"315520"	"4015"
"507414"	"Safety"	"Hearing Protection"	"Ear Plugs"	"187595"	"9"
"674097"	"Welding"	"Filler Metals"	"Stick Electrodes"	"305445"	"1970"
"831983"	"Power Transmission"	"Power Transmission Belts"	"V-Belts"	"203223"	"1068"
"352120"	"Cleaning"	"Paper Products and Dispensers"	"Toilet Paper"	"259957"	"1726"
"794387"	"Plumbing"	"Pipe Fittings and Couplings"	"Brass Pipe Fittings"	"102230"	"1793"
"435862"	"HVAC and Refrigeration"	"Cooling Fans and Air Circulators"	"Air Circulators"	"115175"	"1068"
"435380"	"Safety"	"Gloves and Hand Protection"	"Coated Gloves"	"287483"	"934"
"594213"	"HVAC and Refrigeration"	"Ventilation Equipment and Supplies"	"Residential Wall and Ceiling Exhaust Fans"	"240749"	"608"
"656495"	"Plumbing"	"Pipe Fittings and Couplings"	"Bulkhead Tank Fittings"	"12853"	"1914"
"285052"	"Hand Tools"	"Tool Storage and Transfer Tanks"	"Tool Bags and Totes"	"142702"	"4692"
"1232469"	"Safety"	"Hearing Protection"	"Ear Plugs"	"277674"	"2013"
"401495"	"Lighting"	"Lamps"	"Linear Fluorescent Lamps"	"257440"	"1694"
"413721"	"Hand Tools"	"Sockets and Bits"	"Socket Adapters"	"112755"	"1113"
"777627"	"Adhesives, Sealants and Tape"	"Glues and Cements"	"Adhesives"	"245984"	"4147"
"454676"	"HVAC and Refrigeration"	"Cooling Fans and Air Circulators"	"Residential Pedestal Fans"	"241289"	"124"
"398550"	"Cleaning"	"Personal Care Products"	"Shampoo and Body Wash"	"181689"	"1767"
"127266"	"Fasteners"	"Nuts"	"Hex Nuts"	"188071"	"1793"
"313829"	"Office Supplies"	"Writing and Correction"	"Highlighters"	"313613"	"4489"
"297972"	"Safety"	"First Aid and Wound Care"	"Topical Ointments, Creams, and Antiseptics"	"100502"	"2959"
"641934"	"Cleaning"	"Cleaning Chemicals"	"Cleaners"	"116814"	"1474"
"345267"	"Safety"	"Footwear and Footwear Accessories"	"Dielectric Footwear"	"277266"	"3659"
"849728"	"Material Handling"	"Storage Bins and Containers"	"Hang and Stack Bins"	"250875"	"150"
"364463"	"Safety"	"Emergency Eyewash and Shower Equipment"	"Personal Eye Wash Bottles"	"180709"	"1989"
"226852"	"Hand Tools"	"Cutting Tools"	"Folding Knives"	"104352"	"2351"
"336048"	"Lab Supplies"	"Water Testing Equipment and Meters"	"pH Meters"	"325361"	"3000"
"810647"	"Outdoor Equipment"	"Hoses and Sprinkler Systems"	"Garden Hoses"	"46096"	"4161"
"277096"	"Safety"	"Gloves and Hand Protection"	"Coated Gloves"	"24952"	"934"
"159335"	"Welding"	"Soldering"	"Soldering Accessories"	"27149"	"4225"
"812621"	"Test Instruments"	"Temperature and Humidity Measuring"	"Infrared Thermometers"	"22588"	"1596"
"677347"	"Safety"	"Rainwear"	"Rain Jackets and Coats"	"324580"	"1936"
"269351"	"Test Instruments"	"Temperature and Humidity Measuring"	"Weather Stations"	"250305"	"1061"
"347118"	"Fasteners"	"Screws"	"Hex Head Cap Screws"	"308457"	"1793"
"174888"	"Cleaning"	"Receptacles and Containers"	"Trash Cans"	"275638"	"4355"
"589196"	"Hand Tools"	"Sockets and Bits"	"Sockets"	"241522"	"3066"
"718971"	"Motors"	"General Purpose AC Motors"	"General Purpose AC Motors"	"310382"	"1068"
"454071"	"Material Handling"	"Replacement Parts"	"Parts"	"139504"	"885"
"392194"	"Safety"	"Gloves and Hand Protection"	"Chemical Resistant Gloves"	"197065"	"258"
"141553"	"Cleaning"	"Paper Products and Dispensers"	"Toilet Paper"	"46843"	"1726"
"159900"	"Electronics, Appliances, and Batteries"	"Batteries"	"Lantern Batteries"	"123148"	"3458"
"490931"	"Office Supplies"	"Boards and Easels"	"Magnetic Board Accessories"	"174880"	"2577"
"169224"	"Welding"	"Soldering"	"Soldering Tips"	"299684"	"4678"
"245947"	"Hand Tools"	"Replacement Parts"	"Parts"	"315521"	"4015"
"507414"	"Safety"	"Disposable and Chemical Resistant Clothing"	"Chemical Resistant and Disposable Coveralls"	"113020"	"934"
"674097"	"Welding"	"Filler Metals"	"Stick Electrodes"	"86902"	"4692"
"831983"	"HVAC and Refrigeration"	"Air Filters"	"Pleated Air Filters"	"105239"	"123"
"352120"	"Cleaning"	"Paper Products and Dispensers"	"Paper Towels, Rolls"	"184171"	"1726"
"628493"	"Safety"	"Fire Protection"	"Firestop Sealants, Caulks and Putties"	"196244"	"4065"
"1230464"	"HVAC and Refrigeration"	"Ductwork, Venting, Fittings and Caps"	"Vent Caps"	"267589"	"608"
"435380"	"Safety"	"Gloves and Hand Protection"	"Coated Gloves"	"287484"	"934"
"510292"	"Hardware"	"Door Hardware"	"Door Stops"	"188408"	"3571"
"656495"	"Plumbing"	"Pipe Fittings and Couplings"	"Galvanized Pipe Fittings"	"40628"	"1793"
"285052"	"Hand Tools"	"Wrenches"	"Combination Wrench Sets"	"250096"	"4692"
"652176"	"Safety"	"Eye Protection and Accessories"	"Lens Cleaning Stations"	"101138"	"427"
"401495"	"Lighting"	"Lamps"	"LED Lamps and Bulbs"	"206776"	"1694"
"413721"	"Test Instruments"	"Temperature and Humidity Measuring"	"Temperature Probes"	"164174"	"3488"
"777627"	"Adhesives, Sealants and Tape"	"Concrete and Asphalt"	"Concrete Patching and Repair Compounds"	"240060"	"3131"
"454676"	"Material Handling"	"Storage Bins and Containers"	"Attached Lid Containers"	"324949"	"3402"
"398550"	"Cleaning"	"Paper Products and Dispensers"	"Toilet Paper"	"36288"	"1726"
"127266"	"Fasteners"	"Screws"	"Hex Head Cap Screws"	"39259"	"1793"
"313829"	"Safety"	"Gloves and Hand Protection"	"Knit Gloves"	"249888"	"934"
"297972"	"Power Tools"	"Power Saws and Accessories"	"Reciprocating Saw Blades"	"85785"	"4692"
"641934"	"Cleaning"	"Paper Products and Dispensers"	"Paper Towels, Rolls"	"184171"	"1726"
"345267"	"Test Instruments"	"Electrical Power Testing"	"High Voltage Detectors"	"157180"	"1919"
"849728"	"Material Handling"	"Storage Bins and Containers"	"Hang and Stack Bins"	"250877"	"150"
"656834"	"Hand Tools"	"Prying Tools"	"Nail Pullers, Wrecking and Pry Bars"	"104430"	"2351"
"226852"	"Lighting"	"Lamps"	"Linear Fluorescent Lamps"	"106761"	"1694"
"632328"	"Adhesives, Sealants and Tape"	"Concrete and Asphalt"	"Concrete Patching and Repair Compounds"	"110125"	"1110"
"810647"	"Lubrication"	"Lubricants and Penetrants"	"Penetrant"	"253097"	"528"
"277096"	"Safety"	"Eye Protection and Accessories"	"Safety Glasses"	"245233"	"934"
"662331"	"Paint, Equipment and Supplies"	"Spray Paints and Primers"	"Spray Primers"	"291272"	"3612"
"812621"	"Test Instruments"	"Temperature and Humidity Measuring"	"Pocket Thermometers"	"295503"	"959"
"595359"	"Safety"	"Head Protection"	"Hard Hats"	"253003"	"2847"
"578899"	"Cleaning"	"Cleaning Equipment and Vacuum Cleaners"	"Shop Vacuum Cleaners"	"325054"	"990"
"671458"	"Outdoor Equipment"	"Mowers and Trimmers"	"Trimmer Accessories"	"218159"	"1314"
"174888"	"Cleaning"	"Receptacles and Containers"	"Trash Cans"	"248718"	"3606"
"589196"	"Material Handling"	"Ratchet Straps and Tie Downs"	"Cargo Straps"	"219408"	"1960"
"368373"	"Adhesives, Sealants and Tape"	"Caulks"	"Caulks and Sealants"	"144196"	"1722"
"454071"	"Electrical"	"Conduit"	"Conduit Outlet Bodies"	"3775"	"272"
"450580"	"Electronics, Appliances, and Batteries"	"Batteries"	"Standard Batteries"	"282469"	"1231"
"141553"	"Cleaning"	"Paper Products and Dispensers"	"Toilet Paper"	"259767"	"1726"
"159900"	"Test Instruments"	"Pressure and Vacuum Measuring"	"Pressure and Vacuum Gauges"	"241130"	"1793"
"490931"	"Hardware"	"Springs"	"Compression and Die Springs"	"44836"	"1793"
"169224"	"Abrasives"	"Abrasive Brushes and Wheel Kits"	"Wire Wheel Brushes"	"180144"	"4668"
"282934"	"Material Handling"	"Cartons and Mailers"	"Shipping Cartons"	"81186"	"1793"
"507414"	"Safety"	"Eye Protection and Accessories"	"Safety Glasses"	"201154"	"1840"
"674097"	"Welding"	"Filler Metals"	"Stick Electrodes"	"213507"	"4692"
"831983"	"Power Transmission"	"Power Transmission Belts"	"V-Belts"	"203275"	"1068"
"352120"	"Safety"	"Gloves and Hand Protection"	"Coated Gloves"	"209332"	"2676"
"230805"	"Lubrication"	"Lubricants and Penetrants"	"Multipurpose Lubricant"	"56795"	"3872"
"736927"	"Material Handling"	"Strapping and Strapping Equipment"	"Strapping Seals and Buckles"	"114528"	"400"
"435380"	"Power Tools"	"Finishing Tools"	"Rotary Tool Accessories"	"51893"	"1194"
"510292"	"Hardware"	"Door Hardware"	"Door Stops"	"188408"	"3571"
"656495"	"Plumbing"	"Pipe Fittings and Couplings"	"Galvanized Pipe Fittings"	"40626"	"1793"
"285052"	"Hand Tools"	"Impact Sockets and Bits"	"Impact Socket Sets"	"257637"	"4692"
"859328"	"Electrical"	"Data and Communication"	"Communication Cables"	"64344"	"728"
"401495"	"Electrical"	"Lighting Controls and Control Systems"	"Lighting Dimmers"	"3147"	"2542"
"413721"	"Adhesives, Sealants and Tape"	"Caulks"	"Caulks and Sealants"	"192097"	"1693"
"683495"	"Pumps"	"Diaphragm Pumps"	"Industrial Diaphragm Pumps"	"267275"	"1580"
"757735"	"Machining"	"Machine Cutting Tools"	"Jobber Length Drill Bits"	"37047"	"830"
"398550"	"Cleaning"	"Paper Products and Dispensers"	"Paper Towels, Rolls"	"239434"	"1726"
"308165"	"Cleaning"	"Personal Care Products"	"Hand Cleaner"	"227386"	"4815"
"313829"	"Office Supplies"	"Writing and Correction"	"Highlighters"	"313612"	"4489"
"297972"	"Abrasives"	"Sandpaper and Kits"	"Sandpaper Sheet Kits"	"204249"	"2966"
"641934"	"Cleaning"	"Paper Products and Dispensers"	"Toilet Paper"	"259767"	"1726"
"345267"	"Safety"	"Footwear and Footwear Accessories"	"Dielectric Footwear"	"277268"	"3659"
"849728"	"Material Handling"	"Storage Bins and Containers"	"Hang and Stack Bins"	"250876"	"150"
"365686"	"Fasteners"	"Pins"	"Safety Pins"	"188627"	"1793"
"226852"	"Machining"	"Machine Cutting Tools"	"Jobber Length Drill Bits"	"122099"	"4692"
"651170"	"Test Instruments"	"Indoor Air Quality"	"Combustible Gas Detectors"	"207134"	"3543"
"810647"	"Cleaning"	"Wet Mops, Squeegees, and Buckets"	"Mop Handles and Frames"	"51077"	"4355"
"480984"	"Paint, Equipment and Supplies"	"Spray Paints and Primers"	"Spray Paints"	"306533"	"1094"
